conferences,participants,jvb_num,loss,zero_conf
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,0,0.000000,0
0,0,1,0.000000,0
0,0,1,0.000000,0
0,0,1,0.000000,0
0,0,1,0.000000,0
0,0,1,0.000000,0
0,0,1,0.000000,0
0,0,1,0.000000,0
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,3,0.000000,2
0,0,3,0.000000,2
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,1,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,1
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
0,0,2,0.000000,2
